"C5H12",1120,1073
"C5H12",1077,1024
"C5H12",961,910
"C5H12",407,406
"C3H2N2",3102,2935
"C3H2N2",2395,2275
"C3H2N2",1510,1395
"C3H2N2",921,890
"C3H2N2",582,582
"C3H2N2",145,167
"C3H2N2",1274,1220
"C3H2N2",358,367
"C3H2N2",3149,2968
"C3H2N2",973,933
"C3H2N2",331,337
"C3H2N2",2395,2275
"C3H2N2",1390,1318
"C3H2N2",1015,982
"C3H2N2",357,366
"C4H5N",3707,3531
"C4H5N",3303,3149
"C4H5N",3281,3128
"C4H5N",1556,1472
"C4H5N",1475,1401
"C4H5N",1204,1148
"C4H5N",1128,1075
"C4H5N",1067,1017
"C4H5N",912,882
"C4H5N",814,864
"C4H5N",677,692
"C4H5N",606,614
"C4H5N",804,827
"C4H5N",731,722
"C4H5N",639,621
"C4H5N",437,475
"C4H5N",3297,3143
"C4H5N",3270,3119
"C4H5N",1635,1519
"C4H5N",1530,1424
"C4H5N",1346,1288
"C4H5N",1200,1134
"C4H5N",1104,1049
"C4H5N",890,866
"C4H4O",3325,3161
"C4H4O",3296,3140
"C4H4O",1576,1491
"C4H4O",1464,1384
"C4H4O",1196,1140
"C4H4O",1116,1066
"C4H4O",1045,995
"C4H4O",895,871
"C4H4O",808,838
"C4H4O",728,728
"C4H4O",586,603
"C4H4O",824,863
"C4H4O",764,745
"C4H4O",617,613
"C4H4O",3319,3154
"C4H4O",3285,3129
"C4H4O",1661,1556
"C4H4O",1324,1267
"C4H4O",1273,1180
"C4H4O",1102,1040
"C4H4O",900,873
"C4H4S",3292,3126
"C4H4S",3256,3098
"C4H4S",1508,1409
"C4H4S",1447,1360
"C4H4S",1144,1083
"C4H4S",1077,1036
"C4H4S",866,872
"C4H4S",627,608
"C4H4S",871,867
"C4H4S",696,688
"C4H4S",552,567
"C4H4S",876,839
"C4H4S",730,712
"C4H4S",451,452
"C4H4S",3290,3125
"C4H4S",3243,3086
"C4H4S",1623,1504
"C4H4S",1320,1256
"C4H4S",1145,1085
"C4H4S",910,903
"C4H4S",774,751
"C6H12",3106,2930
"C6H12",3057,2852
"C6H12",1568,1465
"C6H12",1226,1157
"C6H12",835,802
"C6H12",391,383
"C6H12",1428,1383
"C6H12",1171,1157
"C6H12",1145,1057
"C6H12",1385,1437
"C6H12",1099,1090
"C6H12",3116,2915
"C6H12",3058,2860
"C6H12",1553,1437
"C6H12",1072,1030
"C6H12",536,523
"C6H12",3108,2930
"C6H12",3056,2897
"C6H12",1541,1443
"C6H12",1435,1347
"C6H12",1330,1266
"C6H12",1074,1027
"C6H12",818,785
"C6H12",437,426
"C6H12",3103,2933
"C6H12",3053,2863
"C6H12",1548,1457
"C6H12",1428,1355
"C6H12",1322,1261
"C6H12",944,907
"C6H12",899,863
"C6H12",240,248
"CH2CHCH3",3266,3090
"CH2CHCH3",3187,3013
"CH2CHCH3",3176,2991
"CH2CHCH3",3155,2954
"CH2CHCH3",3068,2871
"CH2CHCH3",1762,1650
"CH2CHCH3",1549,1470
"CH2CHCH3",1498,1420
"CH2CHCH3",1461,1378
"CH2CHCH3",1357,1297
"CH2CHCH3",1225,1171
"CH2CHCH3",973,963
"CH2CHCH3",953,920
"CH2CHCH3",432,428
"CH2CHCH3",3133,2954
"CH2CHCH3",1534,1443
"CH2CHCH3",1102,1045
"CH2CHCH3",1029,991
"CH2CHCH3",935,912
"CH2CHCH3",590,578
"CH2CHCH3",193,174
"CH3OCH3",3178,2996
"CH3OCH3",3035,2817
"CH3OCH3",1570,1464
"CH3OCH3",1539,1452
"CH3OCH3",1302,1244
"CH3OCH3",983,928
"CH3OCH3",431,418
"CH3OCH3",3088,2952
"CH3OCH3",1536,1464
"CH3OCH3",1190,1150
"CH3OCH3",213,203
"CH3OCH3",3085,2925
"CH3OCH3",1547,1464
"CH3OCH3",1227,1179
"CH3OCH3",263,242
"CH3OCH3",3176,2996
"CH3OCH3",3025,2817
"CH3OCH3",1553,1464
"CH3OCH3",1505,1452
"CH3OCH3",1250,1227
"CH3OCH3",1153,1102
"CH2C(CH3)CH3",3182,2989
"CH2C(CH3)CH3",3162,2941
"CH2C(CH3)CH3",3065,2911
"CH2C(CH3)CH3",1776,1661
"CH2C(CH3)CH3",1555,1470
"CH2C(CH3)CH3",1494,1416
"CH2C(CH3)CH3",1463,1366
"CH2C(CH3)CH3",1114,1064
"CH2C(CH3)CH3",839,801
"CH2C(CH3)CH3",384,383
"CH2C(CH3)CH3",3123,2970
"CH2C(CH3)CH3",1525,1459
"CH2C(CH3)CH3",1049,1076
